ID	Question	Verse_Code	KJV_Verse	ASV_Verse	YLT_Verse	WEB_Verse	Label
1655	While John was baptizing what did he call the Pharisees and Sadducees?	40003005	Then went out to him Jerusalem and all Judaea and all the region round about Jordan 	Then went out unto him Jerusalem and all Judaea and all the region round about the Jordan 	Then were going forth unto him Jerusalem and all Judea and all the region round about the Jordan 	Then people from Jerusalem all of Judea and all the region around the Jordan went out to him 	0
1656	While John was baptizing what did he call the Pharisees and Sadducees?	40003006	And were baptized of him in Jordan confessing their sins 	and they were baptized of him in the river Jordan confessing their sins 	and they were baptized in the Jordan by him confessing their sins 	They were baptized by him in the Jordan confessing their sins 	0
1657	Whose son did Elijah raise from the dead?	11017022	And the LORD heard the voice of Elijah and the soul of the child came into him again and he revived 	And Jehovah hearkened unto the voice of Elijah and the soul of the child came into him again and he revived 	and Jehovah hearkeneth to the voice of Elijah and the soul of the lad turneth back into his midst and he liveth 	Yahweh listened to the voice of Elijah and the soul of the child came into him again and he revived 	1
1658	Whose son did Elijah raise from the dead?	11017020	And he cried unto the LORD and said O LORD my God hast thou also brought evil upon the widow with whom I sojourn by slaying her son 	And he cried unto Jehovah and said O Jehovah my God hast thou also brought evil upon the widow with whom I sojourn by slaying her son 	and crieth unto Jehovah and saith Jehovah my God also on the widow with whom I am sojourning hast Thou done evil to put her son to death 	He cried to Yahweh and said Yahweh my God have you also brought evil on the widow with whom I sojourn by killing her son 	0
1659	Whose son did Elijah raise from the dead?	11017021	And he stretched himself upon the child three times and cried unto the LORD and said O LORD my God I pray thee let this child s soul come into him again 	And he stretched himself upon the child three times and cried unto Jehovah and said O Jehovah my God I pray thee let this child s soul come into him again 	And he stretcheth himself out on the lad three times and calleth unto Jehovah and saith O Jehovah my God let turn back I pray Thee the soul of this lad into his midst 	He stretched himself on the child three times and cried to Yahweh and said Yahweh my God please let this child s soul come into him again 	0
1660	Which group of people stood and watched Jesus as he ascended into heaven?	44001011	Which also said Ye men of Galilee why stand ye gazing up into heaven this same Jesus which is taken up from you into heaven shall so come in like manner as ye have seen him go into heaven 	who also said Ye men of Galilee why stand ye looking into heaven this Jesus who was received up from you into heaven shall so come in like manner as ye beheld him going into heaven 	who also said Men Galileans why do ye stand gazing into the heaven this Jesus who was received up from you into the heaven shall so come in what manner ye saw him going on to the heaven 	who also said You men of Galilee why do you stand looking into the sky This Jesus who was received up from you into the sky will come back in the same way as you saw him going into the sky 	1
1661	Which group of people stood and watched Jesus as he ascended into heaven?	44001009	And when he had spoken these things while they beheld he was taken up and a cloud received him out of their sight 	And when he had said these things as they were looking he was taken up and a cloud received him out of their sight 	And these things having said they beholding he was taken up and a cloud did receive him up from their sight 	When he had said these things as they were looking he was taken up and a cloud received him out of their sight 	0
1662	Which group of people stood and watched Jesus as he ascended into heaven?	44001010	And while they looked stedfastly toward heaven as he went up behold two men stood by them in white apparel 	And while they were looking stedfastly into heaven as he went behold two men stood by them in white apparel 	and as they were looking stedfastly to the heaven in his going on then lo two men stood by them in white apparel 	While they were looking steadfastly into the sky as he went behold two men stood by them in white clothing 	0
1663	What object did Elisha cause to float?	12006006	And the man of God said Where fell it And he showed him the place And he cut down a stick and cast it in thither and the iron did swim 	And the man of God said Where fell it And he showed him the place And he cut down a stick and cast it in thither and made the iron to swim 	And the man of God saith Whither hath it fallen and he sheweth him the place and he cutteth a stick and casteth thither and causeth the iron to swim 	The man of God said Where fell it He shown him the place He cut down a stick and cast it in there and made the iron to swim 	1
1664	What object did Elisha cause to float?	12006004	So he went with them And when they came to Jordan they cut down wood 	So he went with them And when they came to the Jordan they cut down wood 	And he goeth with them and they come in to the Jordan and cut down the trees 	So he went with them When they came to the Jordan they cut down wood 	0
1665	What object did Elisha cause to float?	12006005	But as one was felling a beam the axe head fell into the water and he cried and said Alas master for it was borrowed 	But as one was felling a beam the axe head fell into the water and he cried and said Alas my master for it was borrowed 	and it cometh to pass the one is felling the beam and the iron hath fallen into the water and he crieth and saith Alas my lord and it asked 	But as one was felling a beam the axe head fell into the water and he cried and said Alas my master for it was borrowed 	0
1666	By what name was the disciple Tabitha also known?	44009036	Now there was at Joppa a certain disciple named Tabitha which by interpretation is called Dorcas this woman was full of good works and almsdeeds which she did 	Now there was at Joppa a certain disciple named Tabitha which by interpretation is called Dorcas this woman was full of good works and almsdeeds which she did 	And in Joppa there was a certain female disciple by name Tabitha which interpreted is called Dorcas this woman was full of good works and kind acts that she was doing 	Now there was at Joppa a certain disciple named Tabitha which when translated means Dorcas Dorcas is Greek for Gazelle This woman was full of good works and acts of mercy which she did 	1
1667	By what name was the disciple Tabitha also known?	44009034	And Peter said unto him Aeneas Jesus Christ maketh thee whole arise and make thy bed And he arose immediately 	And Peter said unto him Aeneas Jesus Christ healeth thee arise and make thy bed And straightway he arose 	and Peter said to him Aeneas heal thee doth Jesus the Christ arise and spread for thyself and immediately he rose 	Peter said to him Aeneas Jesus Christ heals you Get up and make your bed Immediately he arose 	0
1668	By what name was the disciple Tabitha also known?	44009035	And all that dwelt at Lydda and Saron saw him and turned to the Lord 	And all that dwelt at Lydda and in Sharon saw him and they turned to the Lord 	and all those dwelling at Lydda and Saron saw him and did turn to the Lord 	All who lived at Lydda and in Sharon saw him and they turned to the Lord 	0
1669	From which land did Isaac tell Jacob not to take a wife?	01028001	And Isaac called Jacob and blessed him and charged him and said unto him Thou shalt not take a wife of the daughters of Canaan 	And Isaac called Jacob and blessed him and charged him and said unto him Thou shalt not take a wife of the daughters of Canaan 	And Isaac calleth unto Jacob and blesseth him and commandeth him and saith to him Thou dost not take a wife of the daughters of Caanan 	Isaac called Jacob blessed him and commanded him You shall not take a wife of the daughters of Canaan 	1
1670	From which land did Isaac tell Jacob not to take a wife?	01028002	Arise go to Padanaram to the house of Bethuel thy mother s father and take thee a wife from thence of the daughters of Laban thy mother s brother 	Arise go to Paddan aram to the house of Bethuel thy mother s father And take thee a wife from thence of the daughters of Laban thy mother s brother 	rise go to Padan Aram to the house of Bethuel thy mother s father and take for thyself from thence a wife of the daughters of Laban thy mother s brother 	Arise go to Paddan Aram to the house of Bethuel your mother s father Take a wife from there from the daughters of Laban your mother s brother 	0
1671	From which land did Isaac tell Jacob not to take a wife?	01028003	And God Almighty bless thee and make thee fruitful and multiply thee that thou mayest be a multitude of people 	And God Almighty bless thee and make thee fruitful and multiply thee that thou mayest be a company of peoples 	and God Almighty doth bless thee and make thee fruitful and multiply thee and thou hast become an assembly of peoples 	May God Almighty bless you and make you fruitful and multiply you that you may be a company of peoples 	0
1672	How does Paul describe marriage in Hebrews?	58013004	Marriage is honourable in all and the bed undefiled but whoremongers and adulterers God will judge 	 Let marriage be had in honor among all and let the bed be undefiled for fornicators and adulterers God will judge 	honourable is the marriage in all and the bed undefiled and whoremongers and adulterers God shall judge 	Let marriage be held in honor among all and let the bed be undefiled but God will judge the sexually immoral and adulterers 	1
1673	How does Paul describe marriage in Hebrews?	58013002	Be not forgetful to entertain strangers for thereby some have entertained angels unawares 	Forget not to show love unto strangers for thereby some have entertained angels unawares 	of the hospitality be not forgetful for through this unawares certain did entertain messengers 	Don t forget to show hospitality to strangers for in doing so some have entertained angels without knowing it 	0
1674	How does Paul describe marriage in Hebrews?	58013003	Remember them that are in bonds as bound with them and them which suffer adversity as being yourselves also in the body 	Remember them that are in bonds as bound with them them that are illtreated as being yourselves also in the body 	be mindful of those in bonds as having been bound with them of those maltreated as also yourselves being in the body 	Remember those who are in bonds as bound with them and those who are ill treated since you are also in the body 	0
1675	How old was Joseph when he began serving Pharaoh?	01041046	And Joseph was thirty years old when he stood before Pharaoh king of Egypt And Joseph went out from the presence of Pharaoh and went throughout all the land of Egypt 	And Joseph was thirty years old when he stood before Pharaoh king of Egypt And Joseph went out from the presence of Pharaoh and went throughout all the land of Egypt 	And Joseph is a son of thirty years in his standing before Pharaoh king of Egypt and Joseph goeth out from the presence of Pharaoh and passeth over through all the land of Egypt 	Joseph was thirty years old when he stood before Pharaoh king of Egypt Joseph went out from the presence of Pharaoh and went throughout all the land of Egypt 	1
1676	How old was Joseph when he began serving Pharaoh?	01041044	And Pharaoh said unto Joseph I am Pharaoh and without thee shall no man lift up his hand or foot in all the land of Egypt 	And Pharaoh said unto Joseph I am Pharaoh and without thee shall no man lift up his hand or his foot in all the land of Egypt 	And Pharaoh saith unto Joseph I am Pharaoh and without thee a man doth not lift up his hand and his foot in all the land of Egypt 	Pharaoh said to Joseph I am Pharaoh and without you shall no man lift up his hand or his foot in all the land of Egypt 	0
1677	How old was Joseph when he began serving Pharaoh?	01041045	And Pharaoh called Joseph s name Zaphnathpaaneah and he gave him to wife Asenath the daughter of Potipherah priest of On And Joseph went out over all the land of Egypt 	And Pharaoh called Joseph s name Zaphenath paneah and he gave him to wife Asenath the daughter of Poti phera priest of On And Joseph went out over the land of Egypt 	and Pharaoh calleth Joseph s name Zaphnath Paaneah and he giveth to him Asenath daughter of Poti Pherah priest of On for a wife and Joseph goeth out over the land of Egypt 	Pharaoh called Joseph s name Zaphenath paneah and he gave him Asenath the daughter of Potiphera priest of On as a wife Joseph went out over the land of Egypt 	0
1678	What did Ahab want to buy from Naboth?	11021002	And Ahab spake unto Naboth saying Give me thy vineyard that I may have it for a garden of herbs because it is near unto my house and I will give thee for it a better vineyard than it or if it seem good to thee I will give thee the worth of it in money 	And Ahab spake unto Naboth saying Give me thy vineyard that I may have it for a garden of herbs because it is near unto my house and I will give thee for it a better vineyard than it or if it seem good to thee I will give thee the worth of it in money 	and Ahab speaketh unto Naboth saying Give to me thy vineyard and it is to me for a garden of green herbs for it is near by my house and I give to thee in its stead a better vineyard than it if good in thine eyes I give to thee silver its price 	Ahab spoke to Naboth saying Give me your vineyard that I may have it for a garden of herbs because it is near to my house and I will give you for it a better vineyard than it or if it seem good to you I will give you the worth of it in money 	1
1679	What did Ahab want to buy from Naboth?	11021003	And Naboth said to Ahab The LORD forbid it me that I should give the inheritance of my fathers unto thee 	And Naboth said to Ahab Jehovah forbid it me that I should give the inheritance of my fathers unto thee 	And Naboth saith unto Ahab Far be it from me by Jehovah my giving the inheritance of my fathers to thee 	Naboth said to Ahab Yahweh forbid it me that I should give the inheritance of my fathers to you 	0
1680	What did Ahab want to buy from Naboth?	11021004	And Ahab came into his house heavy and displeased because of the word which Naboth the Jezreelite had spoken to him for he had said I will not give thee the inheritance of my fathers And he laid him down upon his bed and turned away his face and would eat no bread 	And Ahab came into his house heavy and displeased because of the word which Naboth the Jezreelite had spoken to him for he had said I will not give thee the inheritance of my fathers And he laid him down upon his bed and turned away his face and would eat no bread 	and Ahab cometh in unto his house sulky and wroth because of the word that Naboth the Jezreelite hath spoken unto him when he saith I do not give to thee the inheritance of my fathers and he lieth down on his bed and turneth round his face and hath not eaten bread 	Ahab came into his house sullen and angry because of the word which Naboth the Jezreelite had spoken to him for he had said I will not give you the inheritance of my fathers He laid him down on his bed and turned away his face and would eat no bread 	0
1681	Which living creatures in the water were deemed unclean?	05014009	These ye shall eat of all that are in the waters all that have fins and scales shall ye eat 	These ye may eat of all that are in the waters whatsoever hath fins and scales may ye eat 	 This ye do eat of all that are in the waters all that hath fins and scales ye do eat 	These you may eat of all that are in the waters whatever has fins and scales may you eat 	1
1682	Which living creatures in the water were deemed unclean?	05014007	Nevertheless these ye shall not eat of them that chew the cud or of them that divide the cloven hoof as the camel and the hare and the coney for they chew the cud but divide not the hoof therefore they are unclean unto you 	Nevertheless these ye shall not eat of them that chew the cud or of them that have the hoof cloven the camel and the hare and the coney because they chew the cud but part not the hoof they are unclean unto you 	 Only this ye do not eat of those bringing up the cud and of those dividing the cloven hoof the camel and the hare and the rabbit for they are bringing up the cud but the hoof have not divided unclean they are to you 	Nevertheless these you shall not eat of them that chew the cud or of those who have the hoof cloven the camel and the hare and the rabbit because they chew the cud but don t part the hoof they are unclean to you 	0
1683	Which living creatures in the water were deemed unclean?	05014008	And the swine because it divideth the hoof yet cheweth not the cud it is unclean unto you ye shall not eat of their flesh nor touch their dead carcass 	And the swine because he parteth the hoof but cheweth not the cud he is unclean unto you of their flesh ye shall not eat and their carcasses ye shall not touch 	and the sow for it is dividing the hoof and not bringing up the cud unclean it is to you of their flesh ye do not eat and against their carcase ye do not come 	The pig because it has a split hoof but doesn t chew the cud is unclean to you of their flesh you shall not eat and their carcasses you shall not touch 	0
1684	"What must a Christian do to ""earn their own bread to eat""?"	53003012	Now them that are such we command and exhort by our Lord Jesus Christ that with quietness they work and eat their own bread 	Now them that are such we command and exhort in the Lord Jesus Christ that with quietness they work and eat their own bread 	and such we command and exhort through our Lord Jesus Christ that with quietness working their own bread they may eat 	Now those who are that way we command and exhort in the Lord Jesus Christ that with quietness they work and eat their own bread 	1
1685	"What must a Christian do to ""earn their own bread to eat""?"	53003010	For even when we were with you this we commanded you that if any would not work neither should he eat 	For even when we were with you this we commanded you If any will not work neither let him eat 	for even when we were with you this we did command you that if any one is not willing to work neither let him eat 	For even when we were with you we commanded you this If anyone will not work neither let him eat 	0
1686	"What must a Christian do to ""earn their own bread to eat""?"	53003011	For we hear that there are some which walk among you disorderly working not at all but are busybodies 	For we hear of some that walk among you disorderly that work not at all but are busybodies 	for we hear of certain walking among you disorderly nothing working but over working 	For we hear of some who walk among you in rebellion who don t work at all but are busybodies 	0
1687	What was the name of the father of Caleb the spy?	04013006	Of the tribe of Judah Caleb the son of Jephunneh 	Of the tribe of Judah Caleb the son of Jephunneh 	For the tribe of Judah Caleb son of Jephunneh 	Of the tribe of Judah Caleb the son of Jephunneh 	1
1688	What was the name of the father of Caleb the spy?	04013004	And these were their names of the tribe of Reuben Shammua the son of Zaccur 	And these were their names Of the tribe of Reuben Shammua the son of Zaccur 	and these their names For the tribe of Reuben Shammua son of Zaccur 	These were their names Of the tribe of Reuben Shammua the son of Zaccur 	0
1689	What was the name of the father of Caleb the spy?	04013005	Of the tribe of Simeon Shaphat the son of Hori 	Of the tribe of Simeon Shaphat the son of Hori 	For the tribe of Simeon Shaphat son of Hori 	Of the tribe of Simeon Shaphat the son of Hori 	0
1690	Which apostle baptized the Ethiopian eunuch?	44008038	And he commanded the chariot to stand still and they went down both into the water both Philip and the eunuch and he baptized him 	And he commanded the chariot to stand still and they both went down into the water both Philip and the eunuch and he baptized him 	and he commanded the chariot to stand still and they both went down to the water both Philip and the eunuch and he baptized him 	He commanded the chariot to stand still and they both went down into the water both Philip and the eunuch and he baptized him 	1
1691	Which apostle baptized the Ethiopian eunuch?	44008036	And as they went on their way they came unto a certain water and the eunuch said See here is water what doth hinder me to be baptized 	And as they went on the way they came unto a certain water and the eunuch saith Behold here is water what doth hinder me to be baptized 	And as they were going on the way they came upon a certain water and the eunuch said Lo water what doth hinder me to be baptized 	As they went on the way they came to some water and the eunuch said Behold here is water What is keeping me from being baptized 	0
1692	Which apostle baptized the Ethiopian eunuch?	44008037	And Philip said If thou believest with all thine heart thou mayest And he answered and said I believe that Jesus Christ is the Son of God 	 And Philip said If thou believest with all thy heart thou mayest And he answered and said I believe that Jesus Christ is the Son of God 	 And Philip said If thou dost believe out of all the heart it is lawful and he answering said I believe Jesus Christ to be the Son of God 	 TR adds Philip said If you believe with all your heart you may He answered I believe that Jesus Christ is the Son of God 	0
1693	"Who promised the ""gift of power to tread on serpents and scorpions""?"	42010019	Behold I give unto you power to tread on serpents and scorpions and over all the power of the enemy and nothing shall by any means hurt you 	Behold I have given you authority to tread upon serpents and scorpions and over all the power of the enemy and nothing shall in any wise hurt you 	lo I give to you the authority to tread upon serpents and scorpions and on all the power of the enemy and nothing by any means shall hurt you 	Behold I give you authority to tread on serpents and scorpions and over all the power of the enemy Nothing will in any way hurt you 	1
1694	"Who promised the ""gift of power to tread on serpents and scorpions""?"	42010017	And the seventy returned again with joy saying Lord even the devils are subject unto us through thy name 	And the seventy returned with joy saying Lord even the demons are subject unto us in thy name 	And the seventy turned back with joy saying Sir and the demons are being subjected to us in thy name 	The seventy returned with joy saying Lord even the demons are subject to us in your name 	0
1695	"Who promised the ""gift of power to tread on serpents and scorpions""?"	42010018	And he said unto them I beheld Satan as lightning fall from heaven 	And he said unto them I beheld Satan fallen as lightning from heaven 	and he said to them I was beholding the Adversary as lightning from the heaven having fallen 	He said to them I saw Satan having fallen like lightning from heaven 	0
1696	Which king was saved from death by Abraham's prayer?	01020017	So Abraham prayed unto God and God healed Abimelech and his wife and his maidservants and they bare children 	And Abraham prayed unto God And God healed Abimelech and his wife and his maid servants And they bare children 	And Abraham prayeth unto God and God healeth Abimelech and his wife and his handmaids and they bear 	Abraham prayed to God God healed Abimelech and his wife and his maid servants and they bore children 	1
1697	Which king was saved from death by Abraham's prayer?	01020015	And Abimelech said Behold my land is before thee dwell where it pleaseth thee 	And Abimelech said Behold my land is before thee Dwell where it pleaseth thee 	and Abimelech saith Lo my land is before thee where it is good in thine eyes dwell 	Abimelech said Behold my land is before you Dwell where it pleases you 	0
1698	Which king was saved from death by Abraham's prayer?	01020016	And unto Sarah he said Behold I have given thy brother a thousand pieces of silver behold he is to thee a covering of the eyes unto all that are with thee and with all other thus she was reproved 	And unto Sarah he said Behold I have given thy brother a thousand pieces of silver Behold it is for thee a covering of the eyes to all that are with thee And in respect of all thou art righted 	and to Sarah he hath said Lo I have given a thousand silverlings to thy brother lo it is to thee a covering of eyes to all who are with thee and by all this she is reasoned with 	To Sarah he said Behold I have given your brother a thousand pieces of silver Behold it is for you a covering of the eyes to all that are with you In front of all you are vindicated 	0
1699	What did Abram do when he heard that Lot was made a prisoner of war?	01014014	And when Abram heard that his brother was taken captive he armed his trained servants born in his own house three hundred and eighteen and pursued them unto Dan 	And when Abram heard that his brother was taken captive he led forth his trained men born in his house three hundred and eighteen and pursued as far as Dan 	And Abram heareth that his brother hath been taken captive and he draweth out his trained domestics three hundred and eighteen and pursueth unto Dan 	When Abram heard that his relative was taken captive he led forth his trained men born in his house three hundred and eighteen and pursued as far as Dan 	1
1700	What did Abram do when he heard that Lot was made a prisoner of war?	01014012	And they took Lot Abram s brother s son who dwelt in Sodom and his goods and departed 	And they took Lot Abram s brother s son who dwelt in Sodom and his goods and departed 	and they take Lot Abram s brother s son seeing he is dwelling in Sodom and his substance and go away 	They took Lot Abram s brother s son who lived in Sodom and his goods and departed 	0
1701	What did Abram do when he heard that Lot was made a prisoner of war?	01014013	And there came one that had escaped and told Abram the Hebrew for he dwelt in the plain of Mamre the Amorite brother of Eshcol and brother of Aner and these were confederate with Abram 	And there came one that had escaped and told Abram the Hebrew now he dwelt by the oaks of Mamre the Amorite brother of Eshcol and brother of Aner and these were confederate with Abram 	And one who is escaping cometh and declareth to Abram the Hebrew and he is dwelling among the oaks of Mamre the Amorite brother of Eshcol and brother of Aner and they are Abram s allies 	One who had escaped came and told Abram the Hebrew Now he lived by the oaks of Mamre the Amorite brother of Eshcol and brother of Aner and these were allies of Abram 	0
1702	"Who sang ""My soul doth magnify the Lord""?"	42001046	And Mary said My soul doth magnify the Lord 	And Mary said My soul doth magnify the Lord 	And Mary said My soul doth magnify the Lord 	Mary said My soul magnifies the Lord 	1
1703	"Who sang ""My soul doth magnify the Lord""?"	42001044	For lo as soon as the voice of thy salutation sounded in mine ears the babe leaped in my womb for joy 	For behold when the voice of thy salutation came into mine ears the babe leaped in my womb for joy 	for lo when the voice of thy salutation came to my ears leap in gladness did the babe in my womb 	For behold when the voice of your greeting came into my ears the baby leaped in my womb for joy 	0
1704	"Who sang ""My soul doth magnify the Lord""?"	42001045	And blessed is she that believed for there shall be a performance of those things which were told her from the Lord 	And blessed is she that believed for there shall be a fulfilment of the things which have been spoken to her from the Lord 	and happy is she who did believe for there shall be a completion to the things spoken to her from the Lord 	Blessed is she who believed for there will be a fulfillment of the things which have been spoken to her from the Lord 	0
1705	At what place did the Israelites arrive only to find the water was too bitter to drink whereupon God caused it to become sweet?	02015023	And when they came to Marah they could not drink of the waters of Marah for they were bitter therefore the name of it was called Marah 	And when they came to Marah they could not drink of the waters of Marah for they were bitter therefore the name of it was called Marah 	and they come in to Marah and have not been able to drink the waters of Marah for they are bitter therefore hath one called its name Marah 	When they came to Marah they couldn t drink from the waters of Marah for they were bitter Therefore the name of it was called Marah Marah means bitter 	1
1706	At what place did the Israelites arrive only to find the water was too bitter to drink whereupon God caused it to become sweet?	02015021	And Miriam answered them Sing ye to the LORD for he hath triumphed gloriously the horse and his rider hath he thrown into the sea 	And Miriam answered them Sing ye to Jehovah for he hath triumphed gloriously The horse and his rider hath he thrown into the sea 	and Miriam answereth to them Sing ye to Jehovah For Triumphing He hath triumphed The horse and its rider He hath thrown into the sea 	Miriam answered them Sing to Yahweh for he has triumphed gloriously The horse and his rider he has thrown into the sea 	0
1707	At what place did the Israelites arrive only to find the water was too bitter to drink whereupon God caused it to become sweet?	02015022	So Moses brought Israel from the Red sea and they went out into the wilderness of Shur and they went three days in the wilderness and found no water 	And Moses led Israel onward from the Red Sea and they went out into the wilderness of Shur and they went three days in the wilderness and found no water 	And Moses causeth Israel to journey from the Red Sea and they go out unto the wilderness of Shur and they go three days in the wilderness and have not found water 	Moses led Israel onward from the Red Sea and they went out into the wilderness of Shur and they went three days in the wilderness and found no water 	0
1708	"Which Psalm describes how well the Lord knows man starting with the line ""O Lord thou hast searched me and known me""?"	19139001	O lord thou hast searched me and known me 	O Jehovah thou hast searched me and known me 	To the Overseer A Psalm by David Jehovah Thou hast searched me and knowest 	 gt Yahweh you have searched me And you know me 	1
1709	"Which Psalm describes how well the Lord knows man starting with the line ""O Lord thou hast searched me and known me""?"	19139002	Thou knowest my downsitting and mine uprising thou understandest my thought afar off 	Thou knowest my downsitting and mine uprising Thou understandest my thought afar off 	Thou Thou hast known my sitting down And my rising up Thou hast attended to my thoughts from afar 	You know my sitting down and my rising up You perceive my thoughts from afar 	0
1710	"Which Psalm describes how well the Lord knows man starting with the line ""O Lord thou hast searched me and known me""?"	19139003	Thou compassest my path and my lying down and art acquainted with all my ways 	Thou searchest out my path and my lying down And art acquainted with all my ways 	My path and my couch Thou hast fanned And with all my ways hast been acquainted 	You search out my path and my lying down And are acquainted with all my ways 	0
1711	When Moses blessed the tribes before his death to what animal did he compare Gad?	05033020	And of Gad he said Blessed be he that enlargeth Gad he dwelleth as a lion and teareth the arm with the crown of the head 	And of Gad he said Blessed be he that enlargeth Gad He dwelleth as a lioness And teareth the arm yea the crown of the head 	And of Gad he said Blessed of the Enlarger is Gad As a lioness he doth tabernacle And hath torn the arm also the crown 	Of Gad he said Blessed be he who enlarges Gad He dwells as a lioness Tears the arm yes the crown of the head 	1
1712	When Moses blessed the tribes before his death to what animal did he compare Gad?	05033018	And of Zebulun he said Rejoice Zebulun in thy going out and Issachar in thy tents 	And of Zebulun he said Rejoice Zebulun in thy going out And Issachar in thy tents 	And of Zebulun he said Rejoice O Zebulun in thy going out And O Issachar in thy tents 	Of Zebulun he said Rejoice Zebulun in your going out Issachar in your tents 	0
1713	When Moses blessed the tribes before his death to what animal did he compare Gad?	05033019	They shall call the people unto the mountain there they shall offer sacrifices of righteousness for they shall suck of the abundance of the seas and of treasures hid in the sand 	They shall call the peoples unto the mountain There shall they offer sacrifices of righteousness For they shall suck the abundance of the seas And the hidden treasures of the sand 	Peoples to the mountain they call There they sacrifice righteous sacrifices For the abundance of the seas they suck And hidden things hidden in the sand 	They shall call the peoples to the mountain There shall they offer sacrifices of righteousness For they shall suck the abundance of the seas The hidden treasures of the sand 	0
1714	When Saul defeated the Amalekites he disobeyed God and took possessions from the land. What was the name of the king he also spared?	09015009	But Saul and the people spared Agag and the best of the sheep and of the oxen and of the fatlings and the lambs and all that was good and would not utterly destroy them but every thing that was vile and refuse that they destroyed utterly 	But Saul and the people spared Agag and the best of the sheep and of the oxen and of the fatlings and the lambs and all that was good and would not utterly destroy them but everything that was vile and refuse that they destroyed utterly 	and Saul hath pity also the people on Agag and on the best of the flock and of the herd and of the seconds and on the lambs and on all that is good and have not been willing to devote them and all the work despised and wasted it they devoted 	But Saul and the people spared Agag and the best of the sheep and of the oxen and of the fatlings and the lambs and all that was good and wouldn t utterly destroy them but everything that was vile and refuse that they destroyed utterly 	1
1715	When Saul defeated the Amalekites he disobeyed God and took possessions from the land. What was the name of the king he also spared?	09015007	And Saul smote the Amalekites from Havilah until thou comest to Shur that is over against Egypt 	And Saul smote the Amalekites from Havilah as thou goest to Shur that is before Egypt 	And Saul smiteth Amalek from Havilah thy going in to Shur which is on the front of Egypt 	Saul struck the Amalekites from Havilah as you go to Shur that is before Egypt 	0
1716	When Saul defeated the Amalekites he disobeyed God and took possessions from the land. What was the name of the king he also spared?	09015008	And he took Agag the king of the Amalekites alive and utterly destroyed all the people with the edge of the sword 	And he took Agag the king of the Amalekites alive and utterly destroyed all the people with the edge of the sword 	and he catcheth Agag king of Amalek alive and all the people he hath devoted by the mouth of the sword 	He took Agag the king of the Amalekites alive and utterly destroyed all the people with the edge of the sword 	0
1717	"What was Paul's ""distinguishing mark"" in the letters he wrote?"	53003017	The salutation of Paul with mine own hand which is the token in every epistle so I write 	The salutation of me Paul with mine own hand which is the token in every epistle so I write 	The salutation by the hand of me Paul which is a sign in every letter thus I write 	The greeting of me Paul with my own hand which is the sign in every letter this is how I write 	1
1718	"What was Paul's ""distinguishing mark"" in the letters he wrote?"	53003015	Yet count him not as an enemy but admonish him as a brother 	And yet count him not as an enemy but admonish him as a brother 	and as an enemy count him not but admonish ye him as a brother 	Don t count him as an enemy but admonish him as a brother 	0
1719	"What was Paul's ""distinguishing mark"" in the letters he wrote?"	53003016	Now the Lord of peace himself give you peace always by all means The Lord be with you all 	Now the Lord of peace himself give you peace at all times in all ways The Lord be with you all 	and may the Lord of the peace Himself give to you the peace always in every way the Lord is with you all 	Now may the Lord of peace himself give you peace at all times in all ways The Lord be with you all 	0
1720	Which king had a feast using the gold and silver vessels taken from the temple in Jerusalem?	27005002	Belshazzar whiles he tasted the wine commanded to bring the golden and silver vessels which his father Nebuchadnezzar had taken out of the temple which was in Jerusalem that the king and his princes his wives and his concubines might drink therein 	Belshazzar while he tasted the wine commanded to bring the golden and silver vessels which Nebuchadnezzar his father had taken out of the temple which was in Jerusalem that the king and his lords his wives and his concubines might drink therefrom 	Belshazzar hath said while tasting the wine to bring in the vessels of gold and of silver that Nebuchadnezzar his father had taken from the temple that is in Jerusalem that drink with them may the king and his great men his wives and his concubines 	Belshazzar while he tasted the wine commanded to bring the golden and silver vessels which Nebuchadnezzar his father had taken out of the temple which was in Jerusalem that the king and his lords his wives and his concubines might drink from it 	1
1721	Which king had a feast using the gold and silver vessels taken from the temple in Jerusalem?	27005003	Then they brought the golden vessels that were taken out of the temple of the house of God which was at Jerusalem and the king and his princes his wives and his concubines drank in them 	Then they brought the golden vessels that were taken out of the temple of the house of God which was at Jerusalem and the king and his lords his wives and his concubines drank from them 	Then they have brought in the vessels of gold that had been taken out of the temple of the house of God that is in Jerusalem and drunk with them have the king and his great men his wives and his concubines 	Then they brought the golden vessels that were taken out of the temple of the house of God which was at Jerusalem and the king and his lords his wives and his concubines drank from them 	0
1722	Which king had a feast using the gold and silver vessels taken from the temple in Jerusalem?	27005004	They drank wine and praised the gods of gold and of silver of brass of iron of wood and of stone 	They drank wine and praised the gods of gold and of silver of brass of iron of wood and of stone 	they have drunk wine and have praised the gods of gold and of silver of brass of iron of wood and of stone 	They drank wine and praised the gods of gold and of silver of brass of iron of wood and of stone 	0
1723	The fear of the Lord is the beginning of knowledge but fools despise what?	20001007	The fear of the LORD is the beginning of knowledge but fools despise wisdom and instruction 	The fear of Jehovah is the beginning of knowledge But the foolish despise wisdom and instruction 	Fear of Jehovah is a beginning of knowledge Wisdom and instruction fools have despised 	The fear of Yahweh is the beginning of knowledge But the foolish despise wisdom and instruction 	1
